Document_ID,prompt_id,label
AR_gpt-4o_2_96_1904,96,1
AR_gpt-4o_2_96_1904,155,-1
AR_gpt-4o_2_96_1904,3,0
AR_gpt-4o_4_66_1309,66,1
AR_gpt-4o_4_66_1309,38,-1
AR_gpt-4o_4_66_1309,7,0
AR_gpt-4o_6_57_1123,57,1
AR_gpt-4o_6_57_1123,144,-1
AR_gpt-4o_6_57_1123,11,0
AR_gpt-4o_4_66_1306,66,1
AR_gpt-4o_4_66_1306,55,-1
AR_gpt-4o_4_66_1306,8,0
AR_gpt-4o_15_64_1269,64,1
AR_gpt-4o_15_64_1269,33,-1
AR_gpt-4o_15_64_1269,27,0
AR_gpt-4o_15_48_949,48,1
AR_gpt-4o_15_48_949,127,-1
AR_gpt-4o_15_48_949,97,0
AR_gpt-4o_3_91_1807,91,1
AR_gpt-4o_3_91_1807,24,-1
AR_gpt-4o_3_91_1807,92,0
AR_gpt-4o_6_57_1125,57,1
AR_gpt-4o_6_57_1125,160,-1
AR_gpt-4o_6_57_1125,109,0
AR_gpt-4o_9_85_1681,85,1
AR_gpt-4o_9_85_1681,34,-1
AR_gpt-4o_9_85_1681,20,0
AR_gpt-4o_8_50_985,50,1
AR_gpt-4o_8_50_985,155,-1
AR_gpt-4o_8_50_985,79,0
AR_gpt-4o_15_69_1367,69,1
AR_gpt-4o_15_69_1367,1,-1
AR_gpt-4o_15_69_1367,98,0
AR_gpt-4o_14_55_1081,55,1
AR_gpt-4o_14_55_1081,146,-1
AR_gpt-4o_14_55_1081,73,0
AR_gpt-4o_17_99_1964,99,1
AR_gpt-4o_17_99_1964,88,-1
AR_gpt-4o_17_99_1964,76,0
AR_gpt-4o_11_94_1866,94,1
AR_gpt-4o_11_94_1866,12,-1
AR_gpt-4o_11_94_1866,23,0
AR_gpt-4o_17_76_1507,76,1
AR_gpt-4o_17_76_1507,45,-1
AR_gpt-4o_17_76_1507,46,0
AR_gpt-4o_13_82_1630,82,1
AR_gpt-4o_13_82_1630,127,-1
AR_gpt-4o_13_82_1630,81,0
AR_gpt-4o_15_97_1921,97,1
AR_gpt-4o_15_97_1921,52,-1
AR_gpt-4o_15_97_1921,115,0
AR_gpt-4o_3_92_1828,92,1
AR_gpt-4o_3_92_1828,25,-1
AR_gpt-4o_3_92_1828,33,0
AR_gpt-4o_12_78_1547,78,1
AR_gpt-4o_12_78_1547,82,-1
AR_gpt-4o_12_78_1547,133,0
AR_gpt-4o_17_75_1488,75,1
AR_gpt-4o_17_75_1488,121,-1
AR_gpt-4o_17_75_1488,46,0
AR_gpt-4o_17_76_1503,76,1
AR_gpt-4o_17_76_1503,29,-1
AR_gpt-4o_17_76_1503,38,0
AR_gpt-4o_16_84_1666,84,1
AR_gpt-4o_16_84_1666,151,-1
AR_gpt-4o_16_84_1666,137,0
AR_gpt-4o_17_99_1962,99,1
AR_gpt-4o_17_99_1962,135,-1
AR_gpt-4o_17_99_1962,147,0
AR_gpt-4o_6_80_1582,80,1
AR_gpt-4o_6_80_1582,143,-1
AR_gpt-4o_6_80_1582,11,0
AR_gpt-4o_19_157_3130,157,1
AR_gpt-4o_19_157_3130,12,-1
AR_gpt-4o_19_157_3130,158,0
AR_gpt-4o_17_99_1963,99,1
AR_gpt-4o_17_99_1963,73,-1
AR_gpt-4o_17_99_1963,44,0
AR_gpt-4o_9_85_1684,85,1
AR_gpt-4o_9_85_1684,38,-1
AR_gpt-4o_9_85_1684,43,0
AR_gpt-4o_11_94_1861,94,1
AR_gpt-4o_11_94_1861,125,-1
AR_gpt-4o_11_94_1861,139,0
AR_gpt-4o_13_81_1610,81,1
AR_gpt-4o_13_81_1610,3,-1
AR_gpt-4o_13_81_1610,82,0
AR_gpt-4o_17_75_1482,75,1
AR_gpt-4o_17_75_1482,155,-1
AR_gpt-4o_17_75_1482,38,0
AR_gpt-4o_6_70_1382,70,1
AR_gpt-4o_6_70_1382,129,-1
AR_gpt-4o_6_70_1382,129,0
AR_gpt-4o_14_55_1084,55,1
AR_gpt-4o_14_55_1084,23,-1
AR_gpt-4o_14_55_1084,26,0
AR_gpt-4o_17_76_1508,76,1
AR_gpt-4o_17_76_1508,156,-1
AR_gpt-4o_17_76_1508,99,0
AR_gpt-4o_6_74_1461,74,1
AR_gpt-4o_6_74_1461,91,-1
AR_gpt-4o_6_74_1461,56,0
AR_gpt-4o_9_85_1690,85,1
AR_gpt-4o_9_85_1690,156,-1
AR_gpt-4o_9_85_1690,145,0
AR_gpt-4o_6_80_1590,80,1
AR_gpt-4o_6_80_1590,154,-1
AR_gpt-4o_6_80_1590,72,0
AR_gpt-4o_6_61_1206,61,1
AR_gpt-4o_6_61_1206,10,-1
AR_gpt-4o_6_61_1206,104,0
AR_gpt-4o_6_56_1104,56,1
AR_gpt-4o_6_56_1104,24,-1
AR_gpt-4o_6_56_1104,12,0
AR_gpt-4o_15_48_942,48,1
AR_gpt-4o_15_48_942,55,-1
AR_gpt-4o_15_48_942,124,0
AR_gpt-4o_19_157_3125,157,1
AR_gpt-4o_19_157_3125,92,-1
AR_gpt-4o_19_157_3125,158,0
AR_gpt-4o_14_55_1090,55,1
AR_gpt-4o_14_55_1090,23,-1
AR_gpt-4o_14_55_1090,132,0
AR_gpt-4o_17_59_1161,59,1
AR_gpt-4o_17_59_1161,145,-1
AR_gpt-4o_17_59_1161,147,0
AR_gpt-4o_17_75_1486,75,1
AR_gpt-4o_17_75_1486,50,-1
AR_gpt-4o_17_75_1486,148,0
AR_gpt-4o_15_53_1045,53,1
AR_gpt-4o_15_53_1045,82,-1
AR_gpt-4o_15_53_1045,48,0
AR_gpt-4o_13_81_1604,81,1
AR_gpt-4o_13_81_1604,158,-1
AR_gpt-4o_13_81_1604,135,0
AR_gpt-4o_2_95_1887,95,1
AR_gpt-4o_2_95_1887,91,-1
AR_gpt-4o_2_95_1887,6,0
AR_gpt-4o_13_60_1182,60,1
AR_gpt-4o_13_60_1182,19,-1
AR_gpt-4o_13_60_1182,82,0
AR_gpt-4o_3_92_1830,92,1
AR_gpt-4o_3_92_1830,114,-1
AR_gpt-4o_3_92_1830,151,0
AR_gpt-4o_6_56_1103,56,1
AR_gpt-4o_6_56_1103,114,-1
AR_gpt-4o_6_56_1103,72,0
AR_gpt-4o_11_93_1846,93,1
AR_gpt-4o_11_93_1846,24,-1
AR_gpt-4o_11_93_1846,23,0
AR_gpt-4o_13_81_1605,81,1
AR_gpt-4o_13_81_1605,22,-1
AR_gpt-4o_13_81_1605,135,0
AR_gpt-4o_8_79_1562,79,1
AR_gpt-4o_8_79_1562,134,-1
AR_gpt-4o_8_79_1562,50,0
AR_gpt-4o_8_50_984,50,1
AR_gpt-4o_8_50_984,8,-1
AR_gpt-4o_8_50_984,16,0
AR_gpt-4o_9_86_1706,86,1
AR_gpt-4o_9_86_1706,72,-1
AR_gpt-4o_9_86_1706,146,0
AR_gpt-4o_17_59_1169,59,1
AR_gpt-4o_17_59_1169,155,-1
AR_gpt-4o_17_59_1169,148,0
AR_gpt-4o_15_97_1928,97,1
AR_gpt-4o_15_97_1928,26,-1
AR_gpt-4o_15_97_1928,27,0
AR_gpt-4o_13_82_1624,82,1
AR_gpt-4o_13_82_1624,92,-1
AR_gpt-4o_13_82_1624,136,0
AR_gpt-4o_6_70_1387,70,1
AR_gpt-4o_6_70_1387,92,-1
AR_gpt-4o_6_70_1387,129,0
AR_gpt-4o_3_91_1809,91,1
AR_gpt-4o_3_91_1809,25,-1
AR_gpt-4o_3_91_1809,33,0
AR_gpt-4o_20_160_3183,160,1
AR_gpt-4o_20_160_3183,132,-1
AR_gpt-4o_20_160_3183,159,0
AR_gpt-4o_4_66_1305,66,1
AR_gpt-4o_4_66_1305,153,-1
AR_gpt-4o_4_66_1305,142,0
AR_gpt-4o_9_85_1687,85,1
AR_gpt-4o_9_85_1687,45,-1
AR_gpt-4o_9_85_1687,145,0
AR_gpt-4o_19_157_3123,157,1
AR_gpt-4o_19_157_3123,56,-1
AR_gpt-4o_19_157_3123,158,0
AR_gpt-4o_9_86_1710,86,1
AR_gpt-4o_9_86_1710,51,-1
AR_gpt-4o_9_86_1710,146,0
AR_gpt-4o_8_79_1564,79,1
AR_gpt-4o_8_79_1564,10,-1
AR_gpt-4o_8_79_1564,17,0
AR_gpt-4o_6_56_1105,56,1
AR_gpt-4o_6_56_1105,73,-1
AR_gpt-4o_6_56_1105,74,0
AR_gpt-4o_2_95_1884,95,1
AR_gpt-4o_2_95_1884,131,-1
AR_gpt-4o_2_95_1884,3,0
AR_gpt-4o_6_56_1101,56,1
AR_gpt-4o_6_56_1101,52,-1
AR_gpt-4o_6_56_1101,61,0
AR_gpt-4o_6_72_1425,72,1
AR_gpt-4o_6_72_1425,137,-1
AR_gpt-4o_6_72_1425,107,0
AR_gpt-4o_14_73_1450,73,1
AR_gpt-4o_14_73_1450,123,-1
AR_gpt-4o_14_73_1450,26,0
AR_gpt-4o_20_160_3187,160,1
AR_gpt-4o_20_160_3187,106,-1
AR_gpt-4o_20_160_3187,159,0
AR_gpt-4o_14_73_1448,73,1
AR_gpt-4o_14_73_1448,81,-1
AR_gpt-4o_14_73_1448,132,0
AR_gpt-4o_6_70_1390,70,1
AR_gpt-4o_6_70_1390,81,-1
AR_gpt-4o_6_70_1390,80,0
AR_gpt-4o_6_56_1109,56,1
AR_gpt-4o_6_56_1109,139,-1
AR_gpt-4o_6_56_1109,129,0
AR_gpt-4o_14_55_1089,55,1
AR_gpt-4o_14_55_1089,159,-1
AR_gpt-4o_14_55_1089,73,0
AR_gpt-4o_11_93_1845,93,1
AR_gpt-4o_11_93_1845,140,-1
AR_gpt-4o_11_93_1845,94,0
AR_gpt-4o_12_78_1546,78,1
AR_gpt-4o_12_78_1546,83,-1
AR_gpt-4o_12_78_1546,30,0
AR_gpt-4o_6_80_1583,80,1
AR_gpt-4o_6_80_1583,81,-1
AR_gpt-4o_6_80_1583,61,0
AR_gpt-4o_12_52_1022,52,1
AR_gpt-4o_12_52_1022,137,-1
AR_gpt-4o_12_52_1022,30,0
AR_gpt-4o_9_86_1704,86,1
AR_gpt-4o_9_86_1704,139,-1
AR_gpt-4o_9_86_1704,47,0
AR_gpt-4o_6_70_1381,70,1
AR_gpt-4o_6_70_1381,81,-1
AR_gpt-4o_6_70_1381,12,0
AR_gpt-4o_13_82_1627,82,1
AR_gpt-4o_13_82_1627,156,-1
AR_gpt-4o_13_82_1627,136,0
AR_gpt-4o_6_74_1462,74,1
AR_gpt-4o_6_74_1462,153,-1
AR_gpt-4o_6_74_1462,109,0
AR_gpt-4o_15_97_1926,97,1
AR_gpt-4o_15_97_1926,153,-1
AR_gpt-4o_15_97_1926,113,0
AR_gpt-4o_16_84_1664,84,1
AR_gpt-4o_16_84_1664,69,-1
AR_gpt-4o_16_84_1664,137,0
AR_gpt-4o_18_154_3064,154,1
AR_gpt-4o_18_154_3064,29,-1
AR_gpt-4o_18_154_3064,155,0
AR_gpt-4o_11_93_1844,93,1
AR_gpt-4o_11_93_1844,40,-1
AR_gpt-4o_11_93_1844,139,0
AR_gpt-4o_6_80_1588,80,1
AR_gpt-4o_6_80_1588,50,-1
AR_gpt-4o_6_80_1588,109,0
AR_gpt-4o_9_85_1689,85,1
AR_gpt-4o_9_85_1689,114,-1
AR_gpt-4o_9_85_1689,145,0
AR_gpt-4o_4_67_1330,67,1
AR_gpt-4o_4_67_1330,152,-1
AR_gpt-4o_4_67_1330,142,0
AR_gpt-4o_4_66_1301,66,1
AR_gpt-4o_4_66_1301,137,-1
AR_gpt-4o_4_66_1301,141,0
AR_gpt-4o_15_69_1362,69,1
AR_gpt-4o_15_69_1362,155,-1
AR_gpt-4o_15_69_1362,126,0
AR_gpt-4o_11_94_1870,94,1
AR_gpt-4o_11_94_1870,26,-1
AR_gpt-4o_11_94_1870,139,0
AR_gpt-4o_13_60_1190,60,1
AR_gpt-4o_13_60_1190,155,-1
AR_gpt-4o_13_60_1190,25,0
AR_gpt-4o_2_96_1903,96,1
AR_gpt-4o_2_96_1903,8,-1
AR_gpt-4o_2_96_1903,144,0
AR_gpt-4o_17_59_1168,59,1
AR_gpt-4o_17_59_1168,30,-1
AR_gpt-4o_17_59_1168,38,0
AR_gpt-4o_3_92_1821,92,1
AR_gpt-4o_3_92_1821,158,-1
AR_gpt-4o_3_92_1821,151,0
AR_gpt-4o_17_76_1505,76,1
AR_gpt-4o_17_76_1505,81,-1
AR_gpt-4o_17_76_1505,99,0
AR_gpt-4o_15_64_1262,64,1
AR_gpt-4o_15_64_1262,7,-1
AR_gpt-4o_15_64_1262,28,0
AR_gpt-4o_20_160_3190,160,1
AR_gpt-4o_20_160_3190,43,-1
AR_gpt-4o_20_160_3190,159,0
AR_gpt-4o_12_52_1021,52,1
AR_gpt-4o_12_52_1021,108,-1
AR_gpt-4o_12_52_1021,103,0
AR_gpt-4o_14_73_1449,73,1
AR_gpt-4o_14_73_1449,63,-1
AR_gpt-4o_14_73_1449,55,0
AR_gpt-4o_8_58_1142,58,1
AR_gpt-4o_8_58_1142,87,-1
AR_gpt-4o_8_58_1142,16,0
AR_gpt-4o_6_61_1207,61,1
AR_gpt-4o_6_61_1207,130,-1
AR_gpt-4o_6_61_1207,12,0
AR_gpt-4o_13_82_1621,82,1
AR_gpt-4o_13_82_1621,142,-1
AR_gpt-4o_13_82_1621,60,0
AR_gpt-4o_11_93_1849,93,1
AR_gpt-4o_11_93_1849,52,-1
AR_gpt-4o_11_93_1849,139,0
AR_gpt-4o_20_160_3186,160,1
AR_gpt-4o_20_160_3186,69,-1
AR_gpt-4o_20_160_3186,161,0
AR_gpt-4o_6_61_1203,61,1
AR_gpt-4o_6_61_1203,78,-1
AR_gpt-4o_6_61_1203,12,0
AR_gpt-4o_15_69_1376,69,1
AR_gpt-4o_15_69_1376,124,-1
AR_gpt-4o_15_69_1376,64,0
AR_gpt-4o_15_53_1054,53,1
AR_gpt-4o_15_53_1054,91,-1
AR_gpt-4o_15_53_1054,27,0
AR_gpt-4o_14_73_1452,73,1
AR_gpt-4o_14_73_1452,7,-1
AR_gpt-4o_14_73_1452,55,0
AR_gpt-4o_9_85_1695,85,1
AR_gpt-4o_9_85_1695,142,-1
AR_gpt-4o_9_85_1695,39,0
AR_gpt-4o_8_58_1158,58,1
AR_gpt-4o_8_58_1158,79,-1
AR_gpt-4o_8_58_1158,17,0
AR_gpt-4o_15_97_1932,97,1
AR_gpt-4o_15_97_1932,153,-1
AR_gpt-4o_15_97_1932,64,0
AR_gpt-4o_15_97_1935,97,1
AR_gpt-4o_15_97_1935,154,-1
AR_gpt-4o_15_97_1935,77,0
AR_gpt-4o_8_50_996,50,1
AR_gpt-4o_8_50_996,58,-1
AR_gpt-4o_8_50_996,17,0
AR_gpt-4o_4_67_1339,67,1
AR_gpt-4o_4_67_1339,107,-1
AR_gpt-4o_4_67_1339,141,0
AR_gpt-4o_15_64_1277,64,1
AR_gpt-4o_15_64_1277,25,-1
AR_gpt-4o_15_64_1277,113,0
AR_gpt-4o_15_48_951,48,1
AR_gpt-4o_15_48_951,159,-1
AR_gpt-4o_15_48_951,97,0
AR_gpt-4o_8_50_1000,50,1
AR_gpt-4o_8_50_1000,157,-1
AR_gpt-4o_8_50_1000,79,0
AR_gpt-4o_16_83_1652,83,1
AR_gpt-4o_16_83_1652,18,-1
AR_gpt-4o_16_83_1652,40,0
AR_gpt-4o_16_84_1671,84,1
AR_gpt-4o_16_84_1671,37,-1
AR_gpt-4o_16_84_1671,138,0
AR_gpt-4o_6_56_1117,56,1
AR_gpt-4o_6_56_1117,141,-1
AR_gpt-4o_6_56_1117,57,0
AR_gpt-4o_9_85_1693,85,1
AR_gpt-4o_9_85_1693,52,-1
AR_gpt-4o_9_85_1693,43,0
AR_gpt-4o_15_69_1373,69,1
AR_gpt-4o_15_69_1373,53,-1
AR_gpt-4o_15_69_1373,63,0
AR_gpt-4o_13_60_1194,60,1
AR_gpt-4o_13_60_1194,137,-1
AR_gpt-4o_13_60_1194,82,0
AR_gpt-4o_16_83_1660,83,1
AR_gpt-4o_16_83_1660,160,-1
AR_gpt-4o_16_83_1660,138,0
AR_gpt-4o_15_98_1957,98,1
AR_gpt-4o_15_98_1957,135,-1
AR_gpt-4o_15_98_1957,28,0
AR_gpt-4o_16_83_1656,83,1
AR_gpt-4o_16_83_1656,52,-1
AR_gpt-4o_16_83_1656,137,0
AR_gpt-4o_19_157_3137,157,1
AR_gpt-4o_19_157_3137,159,-1
AR_gpt-4o_19_157_3137,158,0
AR_gpt-4o_12_52_1036,52,1
AR_gpt-4o_12_52_1036,161,-1
AR_gpt-4o_12_52_1036,24,0
AR_gpt-4o_14_73_1451,73,1
AR_gpt-4o_14_73_1451,111,-1
AR_gpt-4o_14_73_1451,26,0
AR_gpt-4o_20_160_3194,160,1
AR_gpt-4o_20_160_3194,50,-1
AR_gpt-4o_20_160_3194,159,0
AR_gpt-4o_15_63_1254,63,1
AR_gpt-4o_15_63_1254,70,-1
AR_gpt-4o_15_63_1254,113,0
AR_gpt-4o_14_55_1093,55,1
AR_gpt-4o_14_55_1093,119,-1
AR_gpt-4o_14_55_1093,73,0
AR_gpt-4o_15_97_1940,97,1
AR_gpt-4o_15_97_1940,55,-1
AR_gpt-4o_15_97_1940,101,0
AR_gpt-4o_15_97_1937,97,1
AR_gpt-4o_15_97_1937,82,-1
AR_gpt-4o_15_97_1937,48,0
AR_gpt-4o_13_82_1638,82,1
AR_gpt-4o_13_82_1638,138,-1
AR_gpt-4o_13_82_1638,136,0
AR_gpt-4o_6_72_1433,72,1
AR_gpt-4o_6_72_1433,80,-1
AR_gpt-4o_6_72_1433,56,0
AR_gpt-4o_15_64_1275,64,1
AR_gpt-4o_15_64_1275,83,-1
AR_gpt-4o_15_64_1275,48,0
AR_gpt-4o_16_83_1655,83,1
AR_gpt-4o_16_83_1655,70,-1
AR_gpt-4o_16_83_1655,137,0
AR_gpt-4o_12_52_1033,52,1
AR_gpt-4o_12_52_1033,159,-1
AR_gpt-4o_12_52_1033,78,0
AR_gpt-4o_14_55_1097,55,1
AR_gpt-4o_14_55_1097,87,-1
AR_gpt-4o_14_55_1097,26,0
AR_gpt-4o_13_60_1191,60,1
AR_gpt-4o_13_60_1191,117,-1
AR_gpt-4o_13_60_1191,136,0
AR_gpt-4o_8_79_1577,79,1
AR_gpt-4o_8_79_1577,99,-1
AR_gpt-4o_8_79_1577,58,0
AR_gpt-4o_15_63_1257,63,1
AR_gpt-4o_15_63_1257,84,-1
AR_gpt-4o_15_63_1257,113,0
AR_gpt-4o_19_157_3138,157,1
AR_gpt-4o_19_157_3138,126,-1
AR_gpt-4o_19_157_3138,156,0
AR_gpt-4o_6_56_1118,56,1
AR_gpt-4o_6_56_1118,5,-1
AR_gpt-4o_6_56_1118,118,0
AR_gpt-4o_4_66_1318,66,1
AR_gpt-4o_4_66_1318,50,-1
AR_gpt-4o_4_66_1318,7,0
AR_gpt-4o_12_52_1035,52,1
AR_gpt-4o_12_52_1035,43,-1
AR_gpt-4o_12_52_1035,133,0
AR_gpt-4o_8_50_998,50,1
AR_gpt-4o_8_50_998,36,-1
AR_gpt-4o_8_50_998,79,0
AR_gpt-4o_6_57_1137,57,1
AR_gpt-4o_6_57_1137,158,-1
AR_gpt-4o_6_57_1137,118,0
AR_gpt-4o_13_81_1617,81,1
AR_gpt-4o_13_81_1617,137,-1
AR_gpt-4o_13_81_1617,136,0
AR_gpt-4o_16_84_1675,84,1
AR_gpt-4o_16_84_1675,141,-1
AR_gpt-4o_16_84_1675,34,0
AR_gpt-4o_15_53_1052,53,1
AR_gpt-4o_15_53_1052,146,-1
AR_gpt-4o_15_53_1052,124,0
AR_gpt-4o_17_59_1175,59,1
AR_gpt-4o_17_59_1175,103,-1
AR_gpt-4o_17_59_1175,38,0
AR_gpt-4o_9_85_1692,85,1
AR_gpt-4o_9_85_1692,69,-1
AR_gpt-4o_9_85_1692,145,0
AR_gpt-4o_17_99_1971,99,1
AR_gpt-4o_17_99_1971,142,-1
AR_gpt-4o_17_99_1971,46,0
AR_gpt-4o_13_60_1195,60,1
AR_gpt-4o_13_60_1195,21,-1
AR_gpt-4o_13_60_1195,135,0
AR_gpt-4o_17_99_1979,99,1
AR_gpt-4o_17_99_1979,85,-1
AR_gpt-4o_17_99_1979,44,0
AR_gpt-4o_20_160_3192,160,1
AR_gpt-4o_20_160_3192,53,-1
AR_gpt-4o_20_160_3192,159,0
AR_gpt-4o_15_69_1374,69,1
AR_gpt-4o_15_69_1374,110,-1
AR_gpt-4o_15_69_1374,124,0
AR_gpt-4o_15_98_1956,98,1
AR_gpt-4o_15_98_1956,161,-1
AR_gpt-4o_15_98_1956,69,0
AR_gpt-4o_6_70_1399,70,1
AR_gpt-4o_6_70_1399,104,-1
AR_gpt-4o_6_70_1399,56,0
AR_gpt-4o_16_84_1677,84,1
AR_gpt-4o_16_84_1677,65,-1
AR_gpt-4o_16_84_1677,34,0
AR_gpt-4o_15_48_956,48,1
AR_gpt-4o_15_48_956,157,-1
AR_gpt-4o_15_48_956,98,0
AR_gpt-4o_14_55_1096,55,1
AR_gpt-4o_14_55_1096,146,-1
AR_gpt-4o_14_55_1096,26,0
AR_gpt-4o_19_157_3132,157,1
AR_gpt-4o_19_157_3132,94,-1
AR_gpt-4o_19_157_3132,158,0
AR_gpt-4o_20_160_3191,160,1
AR_gpt-4o_20_160_3191,157,-1
AR_gpt-4o_20_160_3191,159,0
AR_gpt-4o_2_96_1919,96,1
AR_gpt-4o_2_96_1919,114,-1
AR_gpt-4o_2_96_1919,3,0
AR_gpt-4o_18_154_3078,154,1
AR_gpt-4o_18_154_3078,39,-1
AR_gpt-4o_18_154_3078,153,0
AR_gpt-4o_8_50_997,50,1
AR_gpt-4o_8_50_997,17,-1
AR_gpt-4o_8_50_997,58,0
AR_gpt-4o_17_99_1977,99,1
AR_gpt-4o_17_99_1977,121,-1
AR_gpt-4o_17_99_1977,76,0
AR_gpt-4o_15_63_1258,63,1
AR_gpt-4o_15_63_1258,40,-1
AR_gpt-4o_15_63_1258,101,0
AR_gpt-4o_9_86_1715,86,1
AR_gpt-4o_9_86_1715,86,-1
AR_gpt-4o_9_86_1715,145,0
AR_gpt-4o_15_48_954,48,1
AR_gpt-4o_15_48_954,48,-1
AR_gpt-4o_15_48_954,108,0
AR_gpt-4o_8_50_999,50,1
AR_gpt-4o_8_50_999,151,-1
AR_gpt-4o_8_50_999,121,0
AR_gpt-4o_15_98_1954,98,1
AR_gpt-4o_15_98_1954,85,-1
AR_gpt-4o_15_98_1954,77,0
AR_gpt-4o_6_57_1131,57,1
AR_gpt-4o_6_57_1131,83,-1
AR_gpt-4o_6_57_1131,107,0
AR_gpt-4o_11_94_1877,94,1
AR_gpt-4o_11_94_1877,2,-1
AR_gpt-4o_11_94_1877,140,0
AR_gpt-4o_13_82_1632,82,1
AR_gpt-4o_13_82_1632,134,-1
AR_gpt-4o_13_82_1632,25,0
AR_gpt-4o_6_57_1134,57,1
AR_gpt-4o_6_57_1134,154,-1
AR_gpt-4o_6_57_1134,61,0
AR_gpt-4o_15_63_1251,63,1
AR_gpt-4o_15_63_1251,55,-1
AR_gpt-4o_15_63_1251,97,0
AR_gpt-4o_13_82_1639,82,1
AR_gpt-4o_13_82_1639,85,-1
AR_gpt-4o_13_82_1639,81,0
AR_gpt-4o_17_75_1499,75,1
AR_gpt-4o_17_75_1499,140,-1
AR_gpt-4o_17_75_1499,45,0
AR_gpt-4o_12_52_1040,52,1
AR_gpt-4o_12_52_1040,157,-1
AR_gpt-4o_12_52_1040,78,0
AR_gpt-4o_4_67_1331,67,1
AR_gpt-4o_4_67_1331,3,-1
AR_gpt-4o_4_67_1331,7,0
AR_gpt-4o_11_94_1873,94,1
AR_gpt-4o_11_94_1873,27,-1
AR_gpt-4o_11_94_1873,23,0
AR_gpt-4o_13_82_1635,82,1
AR_gpt-4o_13_82_1635,74,-1
AR_gpt-4o_13_82_1635,135,0
AR_gpt-4o_12_52_1037,52,1
AR_gpt-4o_12_52_1037,42,-1
AR_gpt-4o_12_52_1037,30,0
AR_gpt-4o_15_48_958,48,1
AR_gpt-4o_15_48_958,128,-1
AR_gpt-4o_15_48_958,64,0
AR_gpt-4o_18_154_3072,154,1
AR_gpt-4o_18_154_3072,118,-1
AR_gpt-4o_18_154_3072,155,0
AR_gpt-4o_15_98_1960,98,1
AR_gpt-4o_15_98_1960,92,-1
AR_gpt-4o_15_98_1960,63,0
AR_gpt-4o_6_61_1219,61,1
AR_gpt-4o_6_61_1219,92,-1
AR_gpt-4o_6_61_1219,109,0
AR_gpt-4o_11_93_1857,93,1
AR_gpt-4o_11_93_1857,11,-1
AR_gpt-4o_11_93_1857,140,0
AR_gpt-4o_18_154_3071,154,1
AR_gpt-4o_18_154_3071,41,-1
AR_gpt-4o_18_154_3071,155,0
AR_gpt-4o_15_63_1259,63,1
AR_gpt-4o_15_63_1259,19,-1
AR_gpt-4o_15_63_1259,27,0
AR_gpt-4o_15_63_1255,63,1
AR_gpt-4o_15_63_1255,125,-1
AR_gpt-4o_15_63_1255,28,0
AR_gpt-4o_18_154_3077,154,1
AR_gpt-4o_18_154_3077,120,-1
AR_gpt-4o_18_154_3077,153,0
AR_gpt-4o_17_76_1511,76,1
AR_gpt-4o_17_76_1511,99,-1
AR_gpt-4o_17_76_1511,38,0
AR_gpt-4o_3_91_1816,91,1
AR_gpt-4o_3_91_1816,31,-1
AR_gpt-4o_3_91_1816,152,0
AR_gpt-4o_3_92_1836,92,1
AR_gpt-4o_3_92_1836,67,-1
AR_gpt-4o_3_92_1836,151,0
AR_gpt-4o_2_95_1893,95,1
AR_gpt-4o_2_95_1893,116,-1
AR_gpt-4o_2_95_1893,3,0
AR_gpt-4o_6_74_1480,74,1
AR_gpt-4o_6_74_1480,58,-1
AR_gpt-4o_6_74_1480,12,0
AR_gpt-4o_15_98_1952,98,1
AR_gpt-4o_15_98_1952,7,-1
AR_gpt-4o_15_98_1952,64,0
AR_gpt-4o_4_67_1332,67,1
AR_gpt-4o_4_67_1332,52,-1
AR_gpt-4o_4_67_1332,8,0
AR_gpt-4o_3_91_1813,91,1
AR_gpt-4o_3_91_1813,60,-1
AR_gpt-4o_3_91_1813,151,0
AR_gpt-4o_15_77_1533,77,1
AR_gpt-4o_15_77_1533,10,-1
AR_gpt-4o_15_77_1533,98,0
AR_gpt-4o_2_95_1896,95,1
AR_gpt-4o_2_95_1896,156,-1
AR_gpt-4o_2_95_1896,143,0
AR_gpt-4o_17_99_1978,99,1
AR_gpt-4o_17_99_1978,74,-1
AR_gpt-4o_17_99_1978,75,0
AR_gpt-4o_6_61_1220,61,1
AR_gpt-4o_6_61_1220,54,-1
AR_gpt-4o_6_61_1220,74,0
AR_gpt-4o_15_97_1939,97,1
AR_gpt-4o_15_97_1939,161,-1
AR_gpt-4o_15_97_1939,77,0
AR_gpt-4o_4_67_1336,67,1
AR_gpt-4o_4_67_1336,15,-1
AR_gpt-4o_4_67_1336,7,0
AR_gpt-4o_17_75_1494,75,1
AR_gpt-4o_17_75_1494,10,-1
AR_gpt-4o_17_75_1494,99,0
AR_gpt-4o_6_70_1396,70,1
AR_gpt-4o_6_70_1396,78,-1
AR_gpt-4o_6_70_1396,72,0
AR_gpt-4o_6_72_1436,72,1
AR_gpt-4o_6_72_1436,90,-1
AR_gpt-4o_6_72_1436,61,0
AR_gpt-4o_17_59_1174,59,1
AR_gpt-4o_17_59_1174,35,-1
AR_gpt-4o_17_59_1174,148,0
AR_gpt-4o_11_94_1872,94,1
AR_gpt-4o_11_94_1872,161,-1
AR_gpt-4o_11_94_1872,139,0
AR_gpt-4o_6_72_1434,72,1
AR_gpt-4o_6_72_1434,150,-1
AR_gpt-4o_6_72_1434,61,0
